Algorithm,Parameters,Validation_MMD
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.004291666666666667), 'vgd_lengthscales': (np.float64(0.32708333333333334), np.float64(0.6541666666666667), np.float64(1.3083333333333333))}",0.49107
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.004291666666666667), 'vgd_lengthscales': (np.float64(0.36666666666666664), np.float64(0.7333333333333333), np.float64(1.4666666666666666))}",0.49491
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.004291666666666667), 'vgd_lengthscales': (np.float64(0.40624999999999994), np.float64(0.8124999999999999), np.float64(1.6249999999999998))}",0.49838
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.004291666666666667), 'vgd_lengthscales': (np.float64(0.4458333333333333), np.float64(0.8916666666666666), np.float64(1.7833333333333332))}",0.50158
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.004291666666666667), 'vgd_lengthscales': (np.float64(0.48541666666666666), np.float64(0.9708333333333333), np.float64(1.9416666666666667))}",0.50435
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.004291666666666667), 'vgd_lengthscales': (np.float64(0.525), np.float64(1.05), np.float64(2.1))}",0.50678
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.004291666666666667), 'vgd_lengthscales': (np.float64(0.5645833333333333), np.float64(1.1291666666666667), np.float64(2.2583333333333333))}",0.50899
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.004291666666666667), 'vgd_lengthscales': (np.float64(0.6041666666666667), np.float64(1.2083333333333335), np.float64(2.416666666666667))}",0.51105
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.004291666666666667), 'vgd_lengthscales': (np.float64(0.64375), np.float64(1.2875), np.float64(2.575))}",0.51297
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.004291666666666667), 'vgd_lengthscales': (np.float64(0.6833333333333333), np.float64(1.3666666666666667), np.float64(2.7333333333333334))}",0.51474
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.004291666666666667), 'vgd_lengthscales': (np.float64(0.7229166666666667), np.float64(1.4458333333333333), np.float64(2.8916666666666666))}",0.51634
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.004291666666666667), 'vgd_lengthscales': (np.float64(0.7625), np.float64(1.525), np.float64(3.05))}",0.51781
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.004291666666666667), 'vgd_lengthscales': (np.float64(0.8020833333333334), np.float64(1.6041666666666667), np.float64(3.2083333333333335))}",0.51916
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.004291666666666667), 'vgd_lengthscales': (np.float64(0.8416666666666667), np.float64(1.6833333333333333), np.float64(3.3666666666666667))}",0.52043
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.004291666666666667), 'vgd_lengthscales': (np.float64(0.88125), np.float64(1.7625), np.float64(3.525))}",0.52162
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.004291666666666667), 'vgd_lengthscales': (np.float64(0.9208333333333334), np.float64(1.8416666666666668), np.float64(3.6833333333333336))}",0.52275
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.004291666666666667), 'vgd_lengthscales': (np.float64(0.9604166666666667), np.float64(1.9208333333333334), np.float64(3.841666666666667))}",0.52380
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.004291666666666667), 'vgd_lengthscales': (np.float64(1.0), np.float64(2.0), np.float64(4.0))}",0.52480
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.007583333333333333), 'vgd_lengthscales': (np.float64(0.05), np.float64(0.1), np.float64(0.2))}",0.36194
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.007583333333333333), 'vgd_lengthscales': (np.float64(0.08958333333333333), np.float64(0.17916666666666667), np.float64(0.35833333333333334))}",0.37666
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.007583333333333333), 'vgd_lengthscales': (np.float64(0.12916666666666665), np.float64(0.2583333333333333), np.float64(0.5166666666666666))}",0.38939
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.007583333333333333), 'vgd_lengthscales': (np.float64(0.16875), np.float64(0.3375), np.float64(0.675))}",0.39980
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.007583333333333333), 'vgd_lengthscales': (np.float64(0.20833333333333331), np.float64(0.41666666666666663), np.float64(0.8333333333333333))}",0.40930
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.007583333333333333), 'vgd_lengthscales': (np.float64(0.24791666666666667), np.float64(0.49583333333333335), np.float64(0.9916666666666667))}",0.41748
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.007583333333333333), 'vgd_lengthscales': (np.float64(0.2875), np.float64(0.575), np.float64(1.15))}",0.42493
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.007583333333333333), 'vgd_lengthscales': (np.float64(0.32708333333333334), np.float64(0.6541666666666667), np.float64(1.3083333333333333))}",0.43149
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.007583333333333333), 'vgd_lengthscales': (np.float64(0.36666666666666664), np.float64(0.7333333333333333), np.float64(1.4666666666666666))}",0.43738
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.007583333333333333), 'vgd_lengthscales': (np.float64(0.40624999999999994), np.float64(0.8124999999999999), np.float64(1.6249999999999998))}",0.44269
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.007583333333333333), 'vgd_lengthscales': (np.float64(0.4458333333333333), np.float64(0.8916666666666666), np.float64(1.7833333333333332))}",0.44759
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.007583333333333333), 'vgd_lengthscales': (np.float64(0.48541666666666666), np.float64(0.9708333333333333), np.float64(1.9416666666666667))}",0.45210
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.007583333333333333), 'vgd_lengthscales': (np.float64(0.525), np.float64(1.05), np.float64(2.1))}",0.45622
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.007583333333333333), 'vgd_lengthscales': (np.float64(0.5645833333333333), np.float64(1.1291666666666667), np.float64(2.2583333333333333))}",0.45999
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.007583333333333333), 'vgd_lengthscales': (np.float64(0.6041666666666667), np.float64(1.2083333333333335), np.float64(2.416666666666667))}",0.46348
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.007583333333333333), 'vgd_lengthscales': (np.float64(0.64375), np.float64(1.2875), np.float64(2.575))}",0.46678
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.007583333333333333), 'vgd_lengthscales': (np.float64(0.6833333333333333), np.float64(1.3666666666666667), np.float64(2.7333333333333334))}",0.46984
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.007583333333333333), 'vgd_lengthscales': (np.float64(0.7229166666666667), np.float64(1.4458333333333333), np.float64(2.8916666666666666))}",0.47264
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.007583333333333333), 'vgd_lengthscales': (np.float64(0.7625), np.float64(1.525), np.float64(3.05))}",0.47528
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.007583333333333333), 'vgd_lengthscales': (np.float64(0.8020833333333334), np.float64(1.6041666666666667), np.float64(3.2083333333333335))}",0.47789
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.007583333333333333), 'vgd_lengthscales': (np.float64(0.8416666666666667), np.float64(1.6833333333333333), np.float64(3.3666666666666667))}",0.48035
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.007583333333333333), 'vgd_lengthscales': (np.float64(0.88125), np.float64(1.7625), np.float64(3.525))}",0.48257
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.007583333333333333), 'vgd_lengthscales': (np.float64(0.9208333333333334), np.float64(1.8416666666666668), np.float64(3.6833333333333336))}",0.48468
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.007583333333333333), 'vgd_lengthscales': (np.float64(0.9604166666666667), np.float64(1.9208333333333334), np.float64(3.841666666666667))}",0.48669
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.007583333333333333), 'vgd_lengthscales': (np.float64(1.0), np.float64(2.0), np.float64(4.0))}",0.48859
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.010875), 'vgd_lengthscales': (np.float64(0.05), np.float64(0.1), np.float64(0.2))}",0.31943
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.010875), 'vgd_lengthscales': (np.float64(0.08958333333333333), np.float64(0.17916666666666667), np.float64(0.35833333333333334))}",0.33391
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.010875), 'vgd_lengthscales': (np.float64(0.12916666666666665), np.float64(0.2583333333333333), np.float64(0.5166666666666666))}",0.34574
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.010875), 'vgd_lengthscales': (np.float64(0.16875), np.float64(0.3375), np.float64(0.675))}",0.35584
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.010875), 'vgd_lengthscales': (np.float64(0.20833333333333331), np.float64(0.41666666666666663), np.float64(0.8333333333333333))}",0.36536
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.010875), 'vgd_lengthscales': (np.float64(0.24791666666666667), np.float64(0.49583333333333335), np.float64(0.9916666666666667))}",0.37371
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.010875), 'vgd_lengthscales': (np.float64(0.2875), np.float64(0.575), np.float64(1.15))}",0.38141
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.010875), 'vgd_lengthscales': (np.float64(0.32708333333333334), np.float64(0.6541666666666667), np.float64(1.3083333333333333))}",0.38837
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.010875), 'vgd_lengthscales': (np.float64(0.36666666666666664), np.float64(0.7333333333333333), np.float64(1.4666666666666666))}",0.39465
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.010875), 'vgd_lengthscales': (np.float64(0.40624999999999994), np.float64(0.8124999999999999), np.float64(1.6249999999999998))}",0.40041
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.010875), 'vgd_lengthscales': (np.float64(0.4458333333333333), np.float64(0.8916666666666666), np.float64(1.7833333333333332))}",0.40598
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.010875), 'vgd_lengthscales': (np.float64(0.48541666666666666), np.float64(0.9708333333333333), np.float64(1.9416666666666667))}",0.41113
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.010875), 'vgd_lengthscales': (np.float64(0.525), np.float64(1.05), np.float64(2.1))}",0.41597
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.010875), 'vgd_lengthscales': (np.float64(0.5645833333333333), np.float64(1.1291666666666667), np.float64(2.2583333333333333))}",0.42050
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.010875), 'vgd_lengthscales': (np.float64(0.6041666666666667), np.float64(1.2083333333333335), np.float64(2.416666666666667))}",0.42478
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.010875), 'vgd_lengthscales': (np.float64(0.64375), np.float64(1.2875), np.float64(2.575))}",0.42886
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.010875), 'vgd_lengthscales': (np.float64(0.6833333333333333), np.float64(1.3666666666666667), np.float64(2.7333333333333334))}",0.43266
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.010875), 'vgd_lengthscales': (np.float64(0.7229166666666667), np.float64(1.4458333333333333), np.float64(2.8916666666666666))}",0.43620
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.010875), 'vgd_lengthscales': (np.float64(0.7625), np.float64(1.525), np.float64(3.05))}",0.43956
vgd,"{'gamma2': 0.7028282284736633, 'lambda_': 114.9304137293519, 'sigma2': 0.3909595012664795, 'p': 50, 'batch_size': 128, 'eval_every': 15, 'vgd_step_size': np.float64(0.010875), 'vgd_lengthscales': (np.float64(0.8020833333333334), np.float64(1.6041666666666667), np.float64(3.2083333333333335))}",0.44277
